Employee Id,Education Level,Department,Job Tenure,Technical Skills,Quality_of_Work,Workload,Peer_Feedback,Code_Quality,Project_Completion_Rate,Debugging_Skills,Time_Management,Learning_Growth,Performance
363,Master's,Python & ML,1,"Python,MSSQL, Django, Flask",Good,High,7,Good,60,Excellent,Good,No,Meets Expectations
364,Bachelor's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Low,8,Good,75,Good,Excellent,Yes,Exceeds Expectations
365,PhD,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,5,Good,57,Good,Good,No,Meets Expectations
366,Master's,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,9,Good,75,Good,Excellent,No,Meets Expectations
367,Bachelor's,Python & ML,2,"Python,ML models, DL models",Good,High,1,Good,50,Good,Good,No,Needs Improvement
368,PhD,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,7,Good,65,Good,Good,No,Meets Expectations
369,PhD,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI",Excellent,Medium,9,Good,80,Excellent,Excellent,Yes,Exceeds Expectations
370,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
371,Master's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Exceeds Expectations
372,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
373,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,56,Excellent,Good,Yes,Meets Expectations
374,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
375,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
376,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
377,Bachelor's,Database,2,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,55,Poor,Good,No,Needs Improvement
378,PhD,Mobile,5,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,70,Excellent,Good,Yes,Meets Expectations
379,Master's,Mobile,3,"iOS, Android, React Native, Flutter",Excellent,Medium,8,Excellent,84,Excellent,Good,Yes,Exceeds Expectations
380,PhD,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,7,Good,70,Excellent,Excellent,Yes,Meets Expectations
381,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,6,Good,60,Good,Excellent,Yes,Meets Expectations
382,Bachelor's,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,Medium,3,Good,58,Good,Good,No,Needs Improvement
383,PhD,Database,7,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,7,Good,75,Good,Excellent,Yes,Exceeds Expectations
384,Master's,Python & ML,3,"Python,ML models, DL models, TensorFlow,Django, Flask",Good,Medium,8,Good,70,Good,Good,Yes,Meets Expectations
385,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,56,Excellent,Good,Yes,Meets Expectations
386,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
387,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
388,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
389,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,55,Poor,Good,No,Needs Improvement
390,PhD,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,70,Excellent,Good,Yes,Meets Expectations
391,PhD,Database,3,"SSRS, MSSQL, MySQL,Data Modelling, PowerBI,SSIS, Data Mining",Excellent,Medium,7,Excellent,86,Excellent,Good,Yes,Exceeds Expectations
392,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,60,Poor,Good,Yes,Meets Expectations
393,Bachelor's,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,9,Excellent,70,Excellent,Excellent,Yes,Exceeds Expectations
394,PhD,.Net,10,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,85,Excellent,Excellent,Yes,Exceeds Expectations
395,PhD,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,7,Good,80,Good,Good,Yes,Meets Expectations
396,Master's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI,SSIS",Excellent,Medium,8,Good,59,Good,Excellent,Yes,Meets Expectations
397,Master's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,6,Good,76,Good,Good,Yes,Meets Expectations
398,Bachelor's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,7,Good,90,Excellent,Good,Yes,Meets Expectations
399,Bachelor's,Python & ML,1,"Python,ML models, DL models, Flask",Poor,Low,4,Poor,35,Good,Poor,No,Needs Improvement
400,Bachelor's,Python & ML,2,"Python,ML models, DL models",Good,Medium,4,Good,49,Good,Good,No,Needs Improvement
401,PhD,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
402,PhD,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI",Excellent,Medium,9,Good,80,Excellent,Excellent,Yes,Exceeds Expectations
403,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
404,Master's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Exceeds Expectations
405,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
406,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,56,Excellent,Good,Yes,Meets Expectations
407,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
408,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
409,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
410,Bachelor's,Database,2,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,55,Poor,Good,No,Needs Improvement
411,PhD,Mobile,5,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,70,Excellent,Good,Yes,Meets Expectations
412,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
413,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
414,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
415,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,55,Poor,Good,No,Needs Improvement
416,PhD,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,70,Excellent,Good,Yes,Meets Expectations
417,PhD,Database,3,"SSRS, MSSQL, MySQL,Data Modelling, PowerBI,SSIS, Data Mining",Excellent,Medium,7,Excellent,86,Excellent,Good,Yes,Exceeds Expectations
418,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,60,Poor,Good,Yes,Meets Expectations
419,Bachelor's,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,9,Excellent,70,Excellent,Excellent,Yes,Exceeds Expectations
420,PhD,.Net,10,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,85,Excellent,Excellent,Yes,Exceeds Expectations
421,PhD,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,7,Good,80,Good,Good,Yes,Meets Expectations
422,Master's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI,SSIS",Excellent,Medium,8,Good,59,Good,Excellent,Yes,Meets Expectations
423,Master's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,6,Good,76,Good,Good,Yes,Meets Expectations
424,Bachelor's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,7,Good,90,Excellent,Good,Yes,Meets Expectations
425,Bachelor's,Python & ML,1,"Python,ML models, DL models, Flask",Poor,Low,4,Poor,35,Good,Poor,No,Needs Improvement
426,PhD,Mobile,1,"iOS, Android, React Native, Flutter",Good,High,8,Good,60,Excellent,Excellent,Yes,Meets Expectations
427,Bachelor's,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Medium,7,Good,70,Good,Excellent,Yes,Meets Expectations
428,Bachelor's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,8,Excellent,87,Excellent,Excellent,Yes,Exceeds Expectations
429,Master's,Python & ML,10,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Medium,9,Excellent,83,Good,Excellent,Yes,Exceeds Expectations
430,Bachelor's,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,7,Good,75,Good,Excellent,Yes,Meets Expectations
431,PhD,Database,3,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, PowerBI, Data Mining",Good,Medium,7,Good,60,Good,Good,Yes,Meets Expectations
432,Master's,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,78,Excellent,Good,Yes,Exceeds Expectations
433,Bachelor's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,5,Poor,51,Poor,Good,No,Needs Improvement
434,PhD,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,8,Excellent,60,Good,Excellent,Yes,Meets Expectations
435,Bachelor's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,7,Good,60,Good,Good,Yes,Meets Expectations
436,Master's,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,8,Good,75,Good,Excellent,Yes,Meets Expectations
437,Bachelor's,.Net,8,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Medium,8,Excellent,80,Good,Excellent,Yes,Exceeds Expectations
438,Master's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI,Data Mining",Excellent,High,7,Good,80,Good,Good,Yes,Meets Expectations
439,PhD,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,8,Excellent,75,Excellent,Good,Yes,Meets Expectations
440,Bachelor's,Database,2,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,55,Poor,Good,No,Needs Improvement
441,PhD,Mobile,5,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,70,Excellent,Good,Yes,Meets Expectations
442,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
443,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
444,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
445,Master's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,2,Good,60,Good,Good,No,Needs Improvement
446,Bachelor's,Frontend,5,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,4,Good,45,Poor,Good,No,Needs Improvement
447,Master's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,6,Excellent,70,Excellent,Excellent,Yes,Meets Expectations
448,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,56,Excellent,Good,Yes,Meets Expectations
449,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
450,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
451,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
452,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,55,Poor,Good,No,Needs Improvement
453,PhD,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,70,Excellent,Good,Yes,Meets Expectations
454,PhD,Database,3,"SSRS, MSSQL, MySQL,Data Modelling, PowerBI,SSIS, Data Mining",Excellent,Medium,7,Excellent,86,Excellent,Good,Yes,Exceeds Expectations
455,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,60,Poor,Good,Yes,Meets Expectations
456,Bachelor's,Database,10,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,9,Excellent,70,Excellent,Excellent,Yes,Exceeds Expectations
457,PhD,.Net,10,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,85,Excellent,Excellent,Yes,Exceeds Expectations
458,PhD,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,7,Good,80,Good,Good,Yes,Meets Expectations
459,Master's,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI,SSIS",Excellent,Medium,8,Good,59,Good,Excellent,Yes,Meets Expectations
460,Master's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,6,Good,76,Good,Good,Yes,Meets Expectations
461,Bachelor's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,7,Good,90,Excellent,Good,Yes,Meets Expectations
462,Bachelor's,Python & ML,1,"Python,ML models, DL models, Flask",Poor,Low,4,Poor,35,Good,Poor,No,Needs Improvement
463,Bachelor's,Python & ML,3,"Python,ML models, DL models, TensorFlow",Good,Medium,6,Good,50,Excellent,Good,Yes,Meets Expectations
464,PhD,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,7,Excellent,89,Excellent,Good,Yes,Meets Expectations
465,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,7,Good,72,Good,Good,Yes,Meets Expectations
466,PhD,DevOps,6,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,8,Excellent,75,Good,Good,Yes,Meets Expectations
467,Master's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, Data Mining",Good,Medium,7,Good,87,Good,Excellent,Yes,Meets Expectations
468,Master's,Python & ML,1,"Python,MSSQL, Django, Flask",Good,High,7,Good,65,Excellent,Good,Yes,Meets Expectations
469,Bachelor's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Low,8,Good,70,Good,Excellent,Yes,Exceeds Expectations
470,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
471,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
472,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
473,Bachelor's,Database,1,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,55,Poor,Good,No,Needs Improvement
474,PhD,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,7,Excellent,70,Excellent,Good,Yes,Meets Expectations
475,PhD,Database,3,"SSRS, MSSQL, MySQL,Data Modelling, PowerBI,SSIS, Data Mining",Excellent,Medium,7,Excellent,86,Excellent,Good,Yes,Exceeds Expectations
476,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,60,Poor,Good,Yes,Meets Expectations
477,Bachelor's,Mobile,1,"iOS, Android",Good,Medium,6,Excellent,65,Excellent,Excellent,Yes,Meets Expectations
478,Master's,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,79,Good,Excellent,Yes,Exceeds Expectations
479,PhD,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,7,Good,82,Good,Excellent,Yes,Meets Expectations
480,PhD,Mobile,4,"iOS, Android, React Native, Flutter",Excellent,High,8,Excellent,70,Excellent,Good,Yes,Exceeds Expectations
481,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
482,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Meets Expectations
483,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
484,Bachelor's,Database,2,"SSRS, MSSQL, MySQL, Oracle, Data Modelling, Data Mining",Good,Medium,5,Poor,31,Poor,Poor,No,Needs Improvement
485,PhD,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,7,Good,65,Good,Good,Yes,Meets Expectations
486,PhD,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI",Excellent,Medium,9,Good,80,Excellent,Excellent,Yes,Exceeds Expectations
487,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
488,Master's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation",Good,High,8,Excellent,72,Excellent,Excellent,Yes,Exceeds Expectations
489,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
490,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,56,Excellent,Good,Yes,Meets Expectations
491,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,6,Good,69,Excellent,Good,Yes,Meets Expectations
492,PhD,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,5,Good,59,Good,Excellent,Yes,Meets Expectations
493,Bachelor's,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,7,Good,83,Good,Good,Yes,Meets Expectations
494,Master's,Frontend,6,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script, Vue",Good,Low,0,Good,29,Good,Poor,No,Needs Improvement
495,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,56,Excellent,Good,Yes,Meets Expectations
496,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security",Good,Medium,4,Good,21,Good,Poor,No,Needs Improvement
497,PhD,Python & ML,7,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,7,Excellent,95,Excellent,Good,Yes,Exceeds Expectations
498,Master's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, SSIS, Data Warehouse, Data Mining",Good,Medium,7,Good,55,Good,Excellent,Yes,Meets Expectations
499,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,8,Excellent,90,Excellent,Good,Yes,Exceeds Expectations
500,Master's,Python & ML,3,"Python,ML models, DL models, TensorFlow, Postgresql, Django, Flask",Good,Low,7,Good,65,Good,Excellent,Yes,Meets Expectations
501,Bachelor's,Python & ML,7,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,0,Poor,17,Poor,Poor,No,Needs Improvement
502,Bachelor's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Poor,Medium,1,Poor,13,Poor,Poor,No,Needs Improvement
503,PhD,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,5,Poor,12,Poor,Poor,No,Needs Improvement
504,PhD,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Poor,High,5,Poor,12,Poor,Good,No,Needs Improvement
505,Master's,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Medium,3,Good,32,Good,Poor,No,Needs Improvement
506,PhD,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Low,8,Good,52,Good,Good,Yes,Meets Expectations
507,Master's,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Medium,4,Good,32,Good,Poor,No,Needs Improvement
508,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Excellent,High,1,Poor,25,Poor,Poor,No,Needs Improvement
509,Master's,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,1,Excellent,13,Excellent,Good,No,Meets Expectations
510,Bachelor's,Mobile,8,"iOS, Android, React Native, Flutter",Good,Low,2,Good,56,Good,Good,Yes,Meets Expectations
511,Bachelor's,Python & ML,2,"Python,ML models",Excellent,Low,9,Good,53,Good,Excellent,Yes,Meets Expectations
512,Bachelor's,Frontend,0,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,9,Excellent,86,Excellent,Excellent,Yes,Exceeds Expectations
513,Bachelor's,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,80,Excellent,Good,Yes,Exceeds Expectations
514,Bachelor's,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Good,40,Good,Excellent,Yes,Meets Expectations
515,Bachelor's,Mobile,6,"iOS, Android, React Native, Flutter",Excellent,Medium,8,Good,55,Good,Good,Yes,Meets Expectations
516,Bachelor's,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,9,Good,34,Good,Excellent,No,Meets Expectations
517,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,3,Poor,37,Poor,Poor,No,Needs Improvement
518,Bachelor's,Python & ML,5,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Low,3,Poor,72,Poor,Excellent,Yes,Meets Expectations
519,Master's,Mobile,5,"iOS, Android, React Native, Flutter",Excellent,Low,8,Poor,64,Poor,Good,Yes,Exceeds Expectations
520,Master's,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,7,Excellent,38,Excellent,Good,Yes,Exceeds Expectations
521,Master's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,9,Good,29,Good,Excellent,Yes,Exceeds Expectations
522,Bachelor's,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Poor,Medium,2,Poor,3,Poor,Poor,No,Needs Improvement
523,Bachelor's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,0,Poor,9,Poor,Poor,No,Needs Improvement
524,PhD,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,8,Good,39,Good,Excellent,Yes,Exceeds Expectations
525,PhD,Mobile,4,"iOS, Android, React Native, Flutter",Good,Medium,6,Poor,54,Poor,Good,Yes,Meets Expectations
526,Master's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,8,Good,79,Good,Excellent,No,Meets Expectations
527,PhD,.Net,8,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,2,Good,58,Good,Good,No,Meets Expectations
528,Bachelor's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,9,Excellent,31,Excellent,Good,Yes,Exceeds Expectations
529,Bachelor's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,0,Good,86,Good,Excellent,Yes,Meets Expectations
530,Bachelor's,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,9,Good,82,Good,Good,Yes,Exceeds Expectations
531,PhD,Frontend,6,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,7,Good,87,Good,Excellent,Yes,Exceeds Expectations
532,PhD,Frontend,10,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,7,Good,95,Good,Excellent,Yes,Exceeds Expectations
